Name	Group	SubGroup	Rank	Type	Macrotaxonomy	ShipCap	MoveSpeed	Metal	Crystal	BuildTime	Energy	AmmoType	Damage	Number	Reload	Range	Hull	Armor	Health	Engine	BonusType	Ability	Immunities	Memo	lol
Human Raid Starship Mark III	Human Raid Starship	Human Raid Starship	3		Star Ships	3	296	"8,000"	"320,000"	44:27	"9,000"	Laser	"307,200"	1	3	"5,500"	Ultra-Light	"90,000"	"6,000,000"		Structural(x4)　Turret(x0.2)　Ultra-Heavy(x4)	"クローク機能　レーダー妨害(8,000)　防御貫通(999,999)"	ミサイル弾　Dark Matter弾　Blade攻撃　Fusion Cutter攻撃　範囲攻撃　ブラックホール効果　防御強化　トラクタービーム　鹵獲　麻痺攻撃　丸呑み　フォースフィールド　核攻撃　即死　EMP		lol
Human Raid Starship Mark IV	Human Raid Starship	Human Raid Starship	4		Star Ships	3	296	"12,000"	"480,000"	66:40	"11,000"	Laser	"409,600"	1	3	"5,500"	Ultra-Light	"90,000"	"8,000,000"		Structural(x4)　Turret(x0.2)　Ultra-Heavy(x4)	"クローク機能　レーダー妨害(8,000)　防御貫通(999,999)"	ミサイル弾　Dark Matter弾　Blade攻撃　Fusion Cutter攻撃　範囲攻撃　ブラックホール効果　防御強化　重力波　トラクタービーム　鹵獲　麻痺攻撃　丸呑み　フォースフィールド　核攻撃　即死　EMP		lol
Human Raid Starship Mark V	Human Raid Starship	Human Raid Starship	5		Star Ships	3	296	"16,000"	"640,000"	88:54	"13,000"	Laser	"512,000"	1	3	"5,500"	Ultra-Light	"90,000"	"10,000,000"		Structural(x4)　Turret(x0.2)　Ultra-Heavy(x4)	"クローク機能　レーダー妨害(8,000)　防御貫通(999,999)"	ミサイル弾　Dark Matter弾　Blade攻撃　Fusion Cutter攻撃　範囲攻撃　ブラックホール効果　防御強化　重力波　トラクタービーム　鹵獲　麻痺攻撃　丸呑み　フォースフィールド　核攻撃　即死　EMP		lol
Leech Starship	Leech Starship	Leech Starship	1		Star Ships	2	64	"60,000"	"40,000"	08:20	"10,000"	Shell	"13,200"	6	2	"5,500"	Heavy	300	"10,000,000"	"100,000"		敵艦を鹵獲　防御貫通(750)	ミサイル弾　Dark Matter弾　狙撃　Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Leech Starship Mark II	Leech Starship	Leech Starship	2		Star Ships	2	64	"120,000"	"80,000"	16:40	"10,000"	Shell	"26,600"	6	2	"5,500"	Heavy	600	"20,000,000"	"100,000"		"敵艦を鹵獲　防御貫通(1,500)"	ミサイル弾　Dark Matter弾　狙撃　Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Leech Starship Mark III	Leech Starship	Leech Starship	3		Star Ships	2	64	"240,000"	"160,000"	33:20	"10,000"	Shell	"40,000"	6	2	"5,500"	Heavy	900	"30,000,000"	"100,000"		"敵艦を鹵獲　防御貫通(2,250)"	ミサイル弾　Dark Matter弾　狙撃　Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Leech Starship Mark IV	Leech Starship	Leech Starship	4		Star Ships	2	64	"350,000"	"240,000"	48:37	"10,000"	Shell	"53,000"	6	2	"5,500"	Heavy	"1,200"	"40,000,000"	"100,000"		"敵艦を鹵獲　防御貫通(3,000)"	ミサイル弾　Dark Matter弾　狙撃　Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Leech Starship Mark V	Leech Starship	Leech Starship	5		Star Ships	2	64	"480,000"	"320,000"	66:40	"10,000"	Shell	"66,000"	6	2	"5,500"	Heavy	"1,500"	"50,000,000"	"100,000"		"敵艦を鹵獲　防御貫通(3,750)"	ミサイル弾　Dark Matter弾　狙撃　Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Plasma Siege Starship	Plasma Siege Starship	Plasma Siege Starship	1		Star Ships	2	48	"15,000"	"85,000"	11:49	"10,000"	Energy Bomb	"800,000"	1	8	"10,000"	Artillery	300	"10,000,000"	"100,000"		"エンジンダメージ(5,000)"	狙撃　Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Plasma Siege Starship Mark II	Plasma Siege Starship	Plasma Siege Starship	2		Star Ships	2	48	"30,000"	"170,000"	23:37	"10,000"	Energy Bomb	"1,600,000"	1	8	"10,500"	Artillery	600	"20,000,000"	"100,000"		"エンジンダメージ(10,000)"	狙撃　Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Plasma Siege Starship Mark III	Plasma Siege Starship	Plasma Siege Starship	3		Star Ships	2	48	"60,000"	"340,000"	47:14	"10,000"	Energy Bomb	"2,400,000"	1	8	"11,000"	Artillery	900	"30,000,000"	"100,000"		"エンジンダメージ(15,000)"	狙撃　Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Plasma Siege Starship Mark IV	Plasma Siege Starship	Plasma Siege Starship	4		Star Ships	2	48	"90,000"	"500,000"	69:27	"10,000"	Energy Bomb	"3,200,000"	1	8	"11,500"	Artillery	"1,200"	"40,000,000"	"100,000"		"エンジンダメージ(20,000)"	狙撃　Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Plasma Siege Starship Mark V	Plasma Siege Starship	Plasma Siege Starship	5		Star Ships	2	48	"120,000"	"650,000"	90:17	"10,000"	Energy Bomb	"4,000,000"	1	8	"12,000"	Artillery	"1,500"	"50,000,000"	"100,000"		"エンジンダメージ(25,000)"	狙撃　Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Heavy Bomber Starship	Heavy Bomber Starship	Heavy Bomber Starship	1		Star Ships	2	110	"85,000"	"15,000"	11:49	"10,000"	Energy Wave	"270,000"	1	2	"2,500"	Polycrystal	600	"16,500,000"	"300,000"			Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Heavy Bomber Starship Mark II	Heavy Bomber Starship	Heavy Bomber Starship	2		Star Ships	2	110	"170,000"	"30,000"	23:37	"10,000"	Energy Wave	"540,000"	1	2	"2,500"	Polycrystal	"1,200"	"33,000,000"	"300,000"			Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Heavy Bomber Starship Mark III	Heavy Bomber Starship	Heavy Bomber Starship	3		Star Ships	2	110	"340,000"	"60,000"	47:14	"10,000"	Energy Wave	"810,000"	1	2	"2,500"	Polycrystal	"1,800"	"49,500,000"	"300,000"			Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Heavy Bomber Starship Mark IV	Heavy Bomber Starship	Heavy Bomber Starship	4		Star Ships	2	110	"500,000"	"90,000"	69:27	"10,000"	Energy Wave	"1,080,000"	1	2	"2,500"	Polycrystal	"2,400"	"66,000,000"	"300,000"			Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Heavy Bomber Starship Mark V	Heavy Bomber Starship	Heavy Bomber Starship	5		Star Ships	2	110	"650,000"	"120,000"	90:17	"10,000"	Energy Wave	"1,340,000"	1	2	"2,500"	Polycrystal	"3,000"	"82,500,000"	"300,000"			Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Cloaker Starship	Cloaker Starship	Cloaker Starship	1		Star Ships	2	88	"30,000"	"30,000"	04:10	"1,000"						Refractive	0	"100,000"			クローク機能　クローク付加(対象20、射程5000)　Dark Matter迎撃	狙撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Cloaker Starship Mark II	Cloaker Starship	Cloaker Starship	2		Star Ships	2	88	"60,000"	"60,000"	08:20	"1,000"						Refractive	0	"200,000"			クローク機能　クローク付加(対象80、射程7000)　Dark Matter迎撃	狙撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Cloaker Starship Mark III	Cloaker Starship	Cloaker Starship	3		Star Ships	2	88	"120,000"	"120,000"	16:40	"1,000"						Refractive	0	"300,000"			クローク機能　クローク付加(対象270、射程9000)　Dark Matter迎撃	狙撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Neinzul Enclave Starship	Neinzul Enclave Starship	Neinzul Enclave Starship	1		Star Ships	2	48	"20,000"	"20,000"	02:47	"15,000"						Heavy	"1,000"	"10,000,000"			"レーダー妨害(8,000)"	狙撃　Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP　クローク付加	10秒ごとに4種のドローンを展開	lol
Neinzul Enclave Starship Mark II	Neinzul Enclave Starship	Neinzul Enclave Starship	2		Star Ships	2	48	"40,000"	"40,000"	05:34	"20,000"						Heavy	"2,000"	"20,000,000"			"レーダー妨害(7,500)"	狙撃　Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP　クローク付加	9秒ごとに4種のドローンを展開	lol
Neinzul Enclave Starship Mark III	Neinzul Enclave Starship	Neinzul Enclave Starship	3		Star Ships	2	48	"80,000"	"80,000"	11:07	"25,000"						Heavy	"3,000"	"30,000,000"			"レーダー妨害(7,000)"	狙撃　Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP　クローク付加	8秒ごとに4種のドローンを展開	lol
Neinzul Enclave Starship Mark IV	Neinzul Enclave Starship	Neinzul Enclave Starship	4		Star Ships	2	48	"120,000"	"120,000"	16:40	"30,000"						Heavy	"4,000"	"40,000,000"			"レーダー妨害(6,500)"	狙撃　Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP　クローク付加	7秒ごとに4種のドローンを展開	lol
Scout Starship	Scout Starship	Scout Starship	1		Star Ships	5	250	"12,000"	"3,000"	01:40	"2,000"						Scout	"1,500"	"300,000"	"100,000"		"クローク機能　クローク強化(対象20、射程4000)　レーダー妨害(6,000)　タキオンビーム照射(射程2,000)　偵察情報収集　エネルギー不足無視"	狙撃　範囲攻撃　ビーム兵器　ブラックホール効果　防御強化　速度強化　重力波　トラクタービーム　鹵獲　麻痺攻撃　丸呑み　フォースフィールド　核攻撃　即死　EMP　機雷		lol
Scout Starship Mark II	Scout Starship	Scout Starship	2		Star Ships	5	490	"24,000"	"6,000"	03:20	"2,000"						Scout	"3,000"	"600,000"	"100,000"		"クローク機能　クローク強化(対象40、射程5000)　レーダー妨害(5,000)　タキオンビーム照射(射程4,000)　偵察情報収集　エネルギー不足無視"	狙撃　範囲攻撃　ビーム兵器　ブラックホール効果　防御強化　速度強化　重力波　トラクタービーム　鹵獲　麻痺攻撃　丸呑み　フォースフィールド　核攻撃　即死　EMP　機雷		lol
Scout Starship Mark III	Scout Starship	Scout Starship	3		Star Ships	5	730	"48,000"	"12,000"	06:40	"2,000"						Scout	"4,500"	"900,000"	"100,000"		"クローク機能　クローク強化(対象60、射程6000)　レーダー妨害(4,000)　タキオンビーム照射(射程6,000)　偵察情報収集　エネルギー不足無視"	狙撃　範囲攻撃　ビーム兵器　ブラックホール効果　防御強化　速度強化　重力波　トラクタービーム　鹵獲　麻痺攻撃　丸呑み　フォースフィールド　核攻撃　即死　EMP　機雷		lol
Scout Starship Mark IV	Scout Starship	Scout Starship	4		Star Ships	2	730	"72,000"	"18,000"	10:00	"5,000"						Scout	"6,000"	"1,200,000"	"100,000"		"クローク機能　タキオンビーム照射(射程8,000)　ミサイル迎撃　偵察情報収集　エネルギー不足無視"	狙撃　範囲攻撃　ビーム兵器　ブラックホール効果　防御強化　速度強化　重力波　トラクタービーム　タキオンビーム　鹵獲　麻痺攻撃　丸呑み　フォースフィールド　核攻撃　即死　EMP　機雷		lol
Riot Control Starship	Riot Control Starship	Riot Control Starship	1		Star Ships	4	60	"30,000"	"50,000"	06:57	"3,000"	Shell	"8,000"	5	4	"6,000"	Heavy	500	"1,800,000"	"100,000"	Close-Combat(x4)　Light(x4)　Medium(x4)　Swarmer(x4)　Ultra-Light(x4)	エンジンダメージ(40)	Fusion Cutter攻撃　範囲攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　丸呑み　核攻撃　即死　EMP　クローク付加	モジュール装備可能(小型4個、中型2個)	lol
Riot Control Starship II	Riot Control Starship	Riot Control Starship	2		Star Ships	4	60	"60,000"	"100,000"	13:54	"3,000"	Shell	"16,000"	5	4	"6,000"	Heavy	"1,000"	"3,600,000"	"200,000"	Close-Combat(x4)　Light(x4)　Medium(x4)　Swarmer(x4)　Ultra-Light(x4)	エンジンダメージ(80)	Fusion Cutter攻撃　範囲攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　丸呑み　核攻撃　即死　EMP　クローク付加	モジュール装備可能(小型2個、上位小型1個、中型2個、大型1個)	lol
Riot Control Starship III	Riot Control Starship	Riot Control Starship	3		Star Ships	4	60	"120,000"	"200,000"	27:47	"3,000"	Shell	"24,000"	5	4	"6,000"	Heavy	"1,500"	"5,400,000"	"300,000"	Close-Combat(x4)　Light(x4)　Medium(x4)　Swarmer(x4)　Ultra-Light(x4)	"エンジンダメージ(120)　タキオンビーム照射(射程6,000)"	Fusion Cutter攻撃　範囲攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　丸呑み　核攻撃　即死　EMP　クローク付加	モジュール装備可能(上位小型4個、中型2個、大型2個)	lol
Riot Control Machine Gun	Riot Control Starship	Riot Control Machine Gun	1	Module	Star Ships			300	300	00:03	0	Shell	400	12	4	"14,000"					Close-Combat(x4)　Light(x4)　Refractive(x4)　Swarmer(x4)	エンジンダメージ(30)		小型モジュール　敵エンジン耐久度を40%以下にはできない	lol
Riot Control Machine Gun II	Riot Control Starship	Riot Control Machine Gun	2	Module	Star Ships			600	600	00:05	0	Shell	800	12	4	"14,000"					Close-Combat(x4)　Light(x4)　Refractive(x4)　Swarmer(x4)	エンジンダメージ(60)		上位小型モジュール　敵エンジン耐久度を20%以下にはできない	lol
Riot Control Laser	Riot Control Starship	Riot Control Laser	1	Module	Star Ships			400	"1,300"	00:11	0	Laser	400	8	8	"23,000"					Artillery(x4)　Close-Combat(x4)　Neutron(x4)	エンジンダメージ(30)		小型モジュール　敵エンジン耐久度を25%以下にはできない	lol
Riot Control Laser II	Riot Control Starship	Riot Control Laser	2	Module	Star Ships			800	"2,600"	00:22	0	Laser	800	8	8	"23,000"					Artillery(x4)　Close-Combat(x4)　Neutron(x4)	エンジンダメージ(60)		上位小型モジュール　敵エンジン耐久度を10%以下にはできない	lol
Havoc Riot Control Shotgun	Riot Control Starship	Riot Control Shotgun	1	Module	Star Ships			"2,000"	"1,400"	00:17	0	Shell	800	25	5	"12,000"					Close-Combat(x4)　Light(x4)　Refractive(x4)　Swarmer(x4)	エンジンダメージ(36)		中型モジュール　敵エンジン耐久度を25%以下にはできない	lol
"\""Ave It!\"" Riot Control Shotgun"	Riot Control Starship	Riot Control Shotgun	2	Module	Star Ships			"4,000"	"2,800"	00:34	0	Shell	800	50	5	"12,000"					Close-Combat(x4)　Light(x4)　Refractive(x4)　Swarmer(x4)	エンジンダメージ(36)		大型モジュール　敵エンジン耐久度を10%以下にはできない	lol
Riot Control Tractor	Riot Control Starship	Riot Control Tractor	1	Module	Star Ships			200	"1,800"	00:15												"トラクタービーム(対象72、射程4,400)"		中型モジュール　Mark IIの機体には装備不可	lol
Riot Control Tractor II	Riot Control Starship	Riot Control Tractor	2	Module	Star Ships			400	"3,600"	00:30												"トラクタービーム(対象144、射程4,400)"		大型モジュール　Mark IIの機体には装備不可	lol
Riot Control Tazer	Riot Control Starship	Riot Control Tazer	1	Module	Star Ships			600	"2,000"	00:17		Major Electric	600	1	8	"4,000"					Artillery(x4)　Close-Combat(x4)　Medium(x4)　Swarmer(x4)	"エンジンダメージ(2)　射程内すべてを攻撃　防御貫通(999,999)　麻痺攻撃(3秒)"		大型モジュール　Mark IIの機体専用	lol
Riot Control Grav Tazer	Riot Control Starship	Riot Control Tazer	2	Module	Star Ships			"1,200"	"4,000"	00:34		Major Electric	"1,200"	1	8	"5,000"					Artillery(x4)　Close-Combat(x4)　Medium(x4)　Swarmer(x4)	"エンジンダメージ(4)　射程内すべてを攻撃　防御貫通(999,999)　麻痺攻撃(3秒)"		大型モジュール　Mark IIIの機体専用　敵艦の移動を瞬間的に停止	lol
Riot Shield	Riot Control Starship	Riot Shield	1	Module	Star Ships			400	"1,000"	00:09							Structural	"4,000"	"2,000,000"				Fusion Cutter攻撃　トラクタービーム　鹵獲　麻痺攻撃　格納　丸呑み　即死	中型モジュール　周囲の味方への攻撃を肩代わりし、範囲内への敵の侵入も阻害　効果範囲はHP減少と共に縮小	lol
Riot Shield II	Riot Control Starship	Riot Shield	2	Module	Star Ships			"1,600"	"4,000"	00:34							Structural	"8,000"	"4,000,000"					大型モジュール　周囲の味方への攻撃を肩代わりし、範囲内への敵の侵入も阻害　効果範囲はHP減少と共に縮小	lol
Riot Control Grav Generator	Riot Control Starship	Riot Control Grav Generator	1	Module	Star Ships			500	"7,000"	00:59												"重力波(速度上限32、射程5,000)"		大型モジュール　Mark IIIの機体専用	lol
Zenith Devastator	Zenith Devastator	Zenith Devastator	1		Star Ships	2	44	"70,000"	"30,000"	09:44	"5,000"	Energy Wave	"850,000"	1	5	"10,000"	Polycrystal	0	"16,500,000"	"300,000"	Command-Grade(x0.1)　Heavy(x1.2)　Ultra-Heavy(x1.2)		防御強化　トラクタービーム　鹵獲　麻痺攻撃　フォースフィールド(攻撃のみ)　核攻撃　即死　EMP		lol
Zenith Devastator II	Zenith Devastator	Zenith Devastator	2		Star Ships	2	44	"140,000"	"60,000"	19:27	"10,000"	Energy Wave	"1,700,000"	1	5	"10,500"	Polycrystal	0	"33,000,000"	"300,000"	Command-Grade(x0.1)　Heavy(x1.2)　Ultra-Heavy(x1.2)		防御強化　トラクタービーム　鹵獲　麻痺攻撃　フォースフィールド(攻撃のみ)　核攻撃　即死　EMP		lol
Zenith Devastator III	Zenith Devastator	Zenith Devastator	3		Star Ships	2	44	"280,000"	"120,000"	38:54	"10,000"	Energy Wave	"2,540,000"	1	5	"11,000"	Polycrystal	0	"49,500,000"	"300,000"	Command-Grade(x0.1)　Heavy(x1.2)　Ultra-Heavy(x1.2)		防御強化　トラクタービーム　鹵獲　麻痺攻撃　フォースフィールド(攻撃のみ)　核攻撃　即死　EMP		lol
Zenith Devastator IV	Zenith Devastator	Zenith Devastator	4		Star Ships	2	44	"400,000"	"180,000"	55:34	"10,000"	Energy Wave	"3,400,000"	1	5	"11,500"	Polycrystal	0	"66,000,000"	"300,000"	Command-Grade(x0.1)　Heavy(x1.2)　Ultra-Heavy(x1.2)		防御強化　トラクタービーム　鹵獲　麻痺攻撃　フォースフィールド(攻撃のみ)　核攻撃　即死　EMP		lol
Core Zenith Devastator	Zenith Devastator	Zenith Devastator	5		Star Ships	2	44	"550,000"	"240,000"	76:24	"10,000"	Energy Wave	"4,240,000"	1	5	"12,000"	Polycrystal	0	"82,500,000"	"300,000"	Command-Grade(x0.1)　Heavy(x1.2)　Ultra-Heavy(x1.2)		防御強化　トラクタービーム　鹵獲　麻痺攻撃　フォースフィールド(攻撃のみ)　核攻撃　即死　EMP		lol
Spire Corvette	Spire Corvette	Spire Corvette	1		Star Ships	2	66	"60,000"	"75,000"	10:25	"6,000"	Beam Weapon	"900,000"	1	1	"8,500"	Medium	500	"8,000,000"	"100,000"		防御貫通(750)	防御強化　トラクタービーム　鹵獲　麻痺攻撃　丸呑み　核攻撃　即死　EMP	モジュール装備可能(小型4個、大型2個)	lol
Spire Corvette II	Spire Corvette	Spire Corvette	2		Star Ships	2	66	"120,000"	"150,000"	20:50	"12,000"	Beam Weapon	"1,800,000"	1	1	"8,500"	Medium	"1,000"	"16,000,000"	"100,000"		"防御貫通(1,500)"	防御強化　トラクタービーム　鹵獲　麻痺攻撃　丸呑み　核攻撃　即死　EMP	モジュール装備可能(小型4個、大型2個)	lol
